Hotel_Name,Reviewer_Score,Total_Number_of_Reviews,lat,lng,Hotel_ID,Total_Reviews_Found
Rainers Hotel Vienna,7.1,1852,48.1791893,16.3625367,Rainers Hotel Vienna_48.179_16.363,210.0
Pol Grace Hotel,5.4,2220,41.4017465,2.1477365,Pol Grace Hotel_41.402_2.148,400.0
Austria Trend Hotel Bosei Wien,10.0,3287,48.1629737,16.3404024,Austria Trend Hotel Bosei Wien_48.163_16.34,391.0
Pertschy Palais Hotel,9.6,1225,48.2082256,16.3684123,Pertschy Palais Hotel_48.208_16.368,294.0
Alma Boutique Hotel,10.0,730,48.2112491,16.3776519,Alma Boutique Hotel_48.211_16.378,152.0
Flemings Mayfair,6.3,1161,51.5064607,-0.1454198,Flemings Mayfair_51.506_-0.145,499.0
Hilton London Green Park,4.6,1139,51.5064534,-0.1456146,Hilton London Green Park_51.506_-0.146,484.0
COMO The Halkin,10.0,76,51.4988977,-0.1562015,COMO The Halkin_51.499_-0.156,29.0
Four Seasons Hotel London at Park Lane,10.0,361,51.504439,-0.149911,Four Seasons Hotel London at Park Lane_51.504_-0.15,91.0
Hilton Vienna Danube Waterfront,9.6,2349,48.2140659,16.4217627,Hilton Vienna Danube Waterfront_48.214_16.422,426.0
Hotel 55,7.5,722,51.5213303,-0.2915052,Hotel 55_51.521_-0.292,385.0
The Harmonie Vienna,8.8,1083,48.2199427,16.3598984,The Harmonie Vienna_48.22_16.36,206.0
WestCord Fashion Hotel Amsterdam,9.2,5236,52.357655,4.844576,WestCord Fashion Hotel Amsterdam_52.358_4.845,1364.0
The Hoxton Amsterdam,10.0,1075,52.3718665,4.8873794,The Hoxton Amsterdam_52.372_4.887,409.0
Ambassade Hotel,10.0,1611,52.369391,4.8871721,Ambassade Hotel_52.369_4.887,551.0
Banks Mansion All Inclusive Hotel,9.6,803,52.3653868,4.8931979,Banks Mansion All Inclusive Hotel_52.365_4.893,353.0
Waldorf Astoria Amsterdam,10.0,443,52.364768,4.896945,Waldorf Astoria Amsterdam_52.365_4.897,142.0
Senator Hotel Vienna,5.0,2718,48.2195864,16.3255339,Senator Hotel Vienna_48.22_16.326,240.0
Hotel J ger,8.8,315,48.2238463,16.3138357,Hotel J ger_48.224_16.314,40.0
Steigenberger Hotel Herrenhof,10.0,2873,48.2097958,16.3658705,Steigenberger Hotel Herrenhof_48.21_16.366,521.0
Radisson Blu Style Hotel Vienna,7.5,1189,48.2101211,16.3655537,Radisson Blu Style Hotel Vienna_48.21_16.366,249.0
Hilton Garden Inn Vienna South,7.5,244,48.1667886,16.344908,Hilton Garden Inn Vienna South_48.167_16.345,20.0
Austria Trend Parkhotel Sch nbrunn Wien,7.5,4026,48.1866506,16.3023375,Austria Trend Parkhotel Sch nbrunn Wien_48.187_16.302,429.0
Club Hotel Cortina,9.2,734,48.1877942,16.2727214,Club Hotel Cortina_48.188_16.273,64.0
Arion Cityhotel Vienna und Appartements,9.2,3887,48.1585332,16.3451115,Arion Cityhotel Vienna und Appartements_48.159_16.345,464.0
NH Amsterdam Museum Quarter,9.2,854,52.3560923,4.8858229,NH Amsterdam Museum Quarter_52.356_4.886,239.0
Gartenhotel Altmannsdorf Hotel 1,7.5,235,48.1640345,16.3216061,Gartenhotel Altmannsdorf Hotel 1_48.164_16.322,20.0
Hilton London Kensington Hotel,4.2,3801,51.5051084,-0.213266,Hilton London Kensington Hotel_51.505_-0.213,1845.0
Hotel Mercure Wien City,8.3,910,48.2152663,16.376103,Hotel Mercure Wien City_48.215_16.376,129.0
Courtyard by Marriott Amsterdam Arena Atlas,9.6,2179,52.3101182,4.9472918,Courtyard by Marriott Amsterdam Arena Atlas_52.31_4.947,347.0
Holiday Inn Amsterdam Arena Towers,10.0,1992,52.3096835,4.9422614,Holiday Inn Amsterdam Arena Towers_52.31_4.942,282.0
The Lanesborough,10.0,64,51.50303,-0.15242,The Lanesborough_51.503_-0.152,31.0
Amadi Panorama Hotel,8.3,2586,52.3588806,4.9886041,Amadi Panorama Hotel_52.359_4.989,481.0
Room Mate Aitana,7.5,4097,52.3846059,4.8941866,Room Mate Aitana_52.385_4.894,916.0
DoubleTree by Hilton London Chelsea,9.2,1181,51.475172,-0.1870629,DoubleTree by Hilton London Chelsea_51.475_-0.187,550.0
Hotel G tico,10.0,139,41.3835584,2.178311,Hotel G tico_41.384_2.178,25.0
Hotel JL No76,9.6,914,52.3595919,4.8801587,Hotel JL No76_52.36_4.88,312.0
Bilderberg Hotel Jan Luyken,9.6,1207,52.3599196,4.8810128,Bilderberg Hotel Jan Luyken_52.36_4.881,366.0
Gran Hotel Barcino,7.9,448,41.3830582,2.1778267,Gran Hotel Barcino_41.383_2.178,82.0
Aparthotel Atenea Barcelona,4.2,1098,41.3862689,2.1291786,Aparthotel Atenea Barcelona_41.386_2.129,178.0
Mercure Hotel Amsterdam City South,7.9,3568,52.335182,4.9138688,Mercure Hotel Amsterdam City South_52.335_4.914,801.0
Am Spiegeln,6.3,240,48.1537005,16.2825822,Am Spiegeln_48.154_16.283,21.0
Hotel Gallitzinberg,9.6,173,48.2145071,16.2845042,Hotel Gallitzinberg_48.215_16.285,8.0
InterContinental Wien,7.1,737,48.2019865,16.3789934,InterContinental Wien_48.202_16.379,142.0
Dutch Design Hotel Artemis,7.1,2167,52.3417894,4.824952,Dutch Design Hotel Artemis_52.342_4.825,432.0
Mercure Josefshof Wien,7.1,2526,48.2085627,16.3541687,Mercure Josefshof Wien_48.209_16.354,416.0
Vincci Bit,8.8,2848,41.4114188,2.211756,Vincci Bit_41.411_2.212,411.0
Hollmann Beletage Design Boutique,9.6,389,48.2105156,16.3760717,Hollmann Beletage Design Boutique_48.211_16.376,102.0
Hotel Bristol A Luxury Collection Hotel,9.6,336,48.2024907,16.3702656,Hotel Bristol A Luxury Collection Hotel_48.202_16.37,60.0
Hotel Imperial A Luxury Collection Hotel,10.0,375,48.2012505,16.3731255,Hotel Imperial A Luxury Collection Hotel_48.201_16.373,77.0
The Ring Vienna s Casual Luxury Hotel,9.2,917,48.2017091,16.3710205,The Ring Vienna s Casual Luxury Hotel_48.202_16.371,210.0
Grand Hotel Wien,10.0,1375,48.2021105,16.3720841,Grand Hotel Wien_48.202_16.372,262.0
Hotel Ambassador,9.2,1279,48.2057193,16.3710878,Hotel Ambassador_48.206_16.371,236.0
Austria Trend Hotel Astoria Wien,8.3,2279,48.2044655,16.3702399,Austria Trend Hotel Astoria Wien_48.204_16.37,423.0
Austria Trend Hotel Europa Wien,10.0,3221,48.2062103,16.3710387,Austria Trend Hotel Europa Wien_48.206_16.371,529.0
Hotel Schani Wien,9.2,2464,48.1824271,16.3808291,Hotel Schani Wien_48.182_16.381,409.0
Ozo Hotel,2.5,3383,52.3047669,4.9476868,Ozo Hotel_52.305_4.948,473.0
Renaissance Amsterdam Hotel,5.4,1710,52.377955,4.894641,Renaissance Amsterdam Hotel_52.378_4.895,532.0
Canal House,10.0,491,52.3763099,4.8862701,Canal House_52.376_4.886,184.0
The Toren,10.0,948,52.3758754,4.8859642,The Toren_52.376_4.886,400.0
The Dylan Amsterdam,10.0,314,52.3654686,4.8798713,The Dylan Amsterdam_52.365_4.88,104.0
Great Northern Hotel A Tribute Portfolio Hotel London,7.1,1110,51.531427,-0.126133,Great Northern Hotel A Tribute Portfolio Hotel London_51.531_-0.126,620.0
De Vere Devonport House,8.8,1827,51.480672,-0.0071375,De Vere Devonport House_51.481_-0.007,1130.0
K K Hotel Maria Theresia,7.9,3181,48.2031622,16.3561999,K K Hotel Maria Theresia_48.203_16.356,564.0
Small Luxury Hotel Altstadt Vienna,8.8,664,48.2047761,16.3512515,Small Luxury Hotel Altstadt Vienna_48.205_16.351,173.0
Der Wilhelmshof,7.9,1793,48.2185837,16.3881339,Der Wilhelmshof_48.219_16.388,254.0
Park Plaza Vondelpark Amsterdam,9.2,2176,52.3542655,4.8664365,Park Plaza Vondelpark Amsterdam_52.354_4.866,593.0
Hotel Bagu s,10.0,390,41.3827894,2.1715636,Hotel Bagu s_41.383_2.172,119.0
Hotel 1898,10.0,1436,41.3834673,2.1712016,Hotel 1898_41.383_2.171,432.0
Hotel Serhs Rivoli Rambla,4.2,1957,41.3843222,2.1712893,Hotel Serhs Rivoli Rambla_41.384_2.171,357.0
Eurostars Ramblas,8.8,1878,41.3780983,2.1762005,Eurostars Ramblas_41.378_2.176,372.0
Hilton London Wembley,9.2,4305,51.5576962,-0.2835263,Hilton London Wembley_51.558_-0.284,2227.0
Corus Hotel Hyde Park,9.6,2562,51.5119446,-0.179939,Corus Hotel Hyde Park_51.512_-0.18,1114.0
London Elizabeth Hotel,5.0,618,51.5120219,-0.1762414,London Elizabeth Hotel_51.512_-0.176,236.0
Lancaster London,9.2,1463,51.5119446,-0.179939,Lancaster London_51.512_-0.18,651.0
Eurostars Embassy,9.2,1442,48.1964001,16.3958668,Eurostars Embassy_48.196_16.396,154.0
BEST WESTERN PLUS Amedia Wien,8.8,3224,48.1923791,16.3994512,BEST WESTERN PLUS Amedia Wien_48.192_16.399,419.0
Mercure Grand Hotel Biedermeier Wien,8.3,1028,48.2038688,16.3887039,Mercure Grand Hotel Biedermeier Wien_48.204_16.389,159.0
Hotel Rathaus Wein Design,8.8,1120,48.2075294,16.3525967,Hotel Rathaus Wein Design_48.208_16.353,338.0
NH Collection Milano President,7.9,3754,45.4630685,9.1979367,NH Collection Milano President_45.463_9.198,673.0
Hotel Dieci,7.9,458,45.4738012,9.2239702,Hotel Dieci_45.474_9.224,50.0
Royal Ramblas,7.5,3340,41.3842838,2.1707092,Royal Ramblas_41.384_2.171,722.0
Best Western Blue Tower Hotel,4.2,3869,52.3793659,4.8457179,Best Western Blue Tower Hotel_52.379_4.846,845.0
Hampshire Hotel Amsterdam American,9.2,4032,52.363889,4.881302,Hampshire Hotel Amsterdam American_52.364_4.881,1242.0
Ilunion Bel Art,9.6,353,41.4101934,2.1695574,Ilunion Bel Art_41.41_2.17,50.0
25hours Hotel beim MuseumsQuartier,10.0,4324,48.2064745,16.3546297,25hours Hotel beim MuseumsQuartier_48.206_16.355,689.0
Hotel Topazz,10.0,809,48.210285,16.373579,Hotel Topazz_48.21_16.374,160.0
Hampshire Hotel The Manor Amsterdam,7.5,1939,52.3591467,4.9263601,Hampshire Hotel The Manor Amsterdam_52.359_4.926,458.0
Hotel Kavalier,9.2,3333,48.1940487,16.2971831,Hotel Kavalier_48.194_16.297,307.0
Ofelias Hotel 4 Sup,10.0,343,41.3957584,2.1822402,Ofelias Hotel 4 Sup_41.396_2.182,81.0
Vincci Maritimo,8.3,2573,41.4082054,2.2124626,Vincci Maritimo_41.408_2.212,343.0
London Marriott Hotel County Hall,5.4,573,51.5016102,-0.1191545,London Marriott Hotel County Hall_51.502_-0.119,233.0
The Level at Melia Barcelona Sky,4.2,94,41.406146,2.2008636,The Level at Melia Barcelona Sky_41.406_2.201,22.0
Eurohotel Diagonal Port,10.0,334,41.4006708,2.2087844,Eurohotel Diagonal Port_41.401_2.209,52.0
Hotel Derby,10.0,808,41.3897735,2.1419762,Hotel Derby_41.39_2.142,75.0
Hotel Gran Derby Suites,7.5,470,41.3900104,2.1422396,Hotel Gran Derby Suites_41.39_2.142,75.0
Jumeirah Lowndes Hotel,3.3,587,51.4993652,-0.1576613,Jumeirah Lowndes Hotel_51.499_-0.158,184.0
Catalonia Magdalenes,9.6,1108,41.3861283,2.1745291,Catalonia Magdalenes_41.386_2.175,311.0
Expo Hotel Barcelona,7.5,4646,41.3792053,2.1427989,Expo Hotel Barcelona_41.379_2.143,805.0
The Corner Hotel,10.0,460,41.3890578,2.1565948,The Corner Hotel_41.389_2.157,103.0
Best Western Premier Hotel Dante,10.0,1130,41.3894195,2.1564886,Best Western Premier Hotel Dante_41.389_2.156,199.0
Hotel Balmes,8.8,931,41.3910621,2.1593373,Hotel Balmes_41.391_2.159,210.0
Alexandra Barcelona A DoubleTree by Hilton,7.1,351,41.3931918,2.16152,Alexandra Barcelona A DoubleTree by Hilton_41.393_2.162,77.0
Alma Barcelona GL,9.2,593,41.3945074,2.1632659,Alma Barcelona GL_41.395_2.163,179.0
Room Mate Carla,9.6,1257,41.3962658,2.1662153,Room Mate Carla_41.396_2.166,229.0
The Mandeville Hotel,7.5,2300,51.5165165,-0.1509735,The Mandeville Hotel_51.517_-0.151,846.0
Hallmark Hotel London Chigwell Prince Regent,4.2,747,51.6068054,0.0590416,Hallmark Hotel London Chigwell Prince Regent_51.607_0.059,463.0
Upper Diagonal,8.3,868,41.39038,2.121,Upper Diagonal_41.39_2.121,138.0
Falkensteiner Hotel Wien Margareten,8.8,1218,48.1868107,16.3440157,Falkensteiner Hotel Wien Margareten_48.187_16.344,167.0
Holiday Inn Vienna City,8.8,385,48.1935593,16.3616098,Holiday Inn Vienna City_48.194_16.362,66.0
pentahotel Vienna,9.2,805,48.1899743,16.3567007,pentahotel Vienna_48.19_16.357,129.0
IntercityHotel Wien,10.0,3003,48.1965878,16.3413729,IntercityHotel Wien_48.197_16.341,410.0
Boutiquehotel Das Tyrol,10.0,501,48.2008957,16.3592496,Boutiquehotel Das Tyrol_48.201_16.359,139.0
NH Wien City,7.9,1538,48.2002872,16.3547746,NH Wien City_48.2_16.355,231.0
Hotel Corvinus,8.3,581,48.1990335,16.3525051,Hotel Corvinus_48.199_16.353,108.0
NH Collection Wien Zentrum,9.2,1887,48.1979979,16.3483314,NH Collection Wien Zentrum_48.198_16.348,314.0
Aparthotel Mariano Cubi Barcelona,7.9,635,41.3982129,2.1494179,Aparthotel Mariano Cubi Barcelona_41.398_2.149,91.0
Hotel Arts Barcelona,9.6,1350,41.3865424,2.1969665,Hotel Arts Barcelona_41.387_2.197,312.0
Leonardo Hotel Vienna,8.3,6373,48.1945297,16.340327,Leonardo Hotel Vienna_48.195_16.34,728.0
JUFA Hotel Wien,7.9,3748,48.1756283,16.4200957,JUFA Hotel Wien_48.176_16.42,431.0
Golden Tulip Amsterdam West,8.8,7586,52.385601,4.8470597,Golden Tulip Amsterdam West_52.386_4.847,1686.0
Eurostars Grand Marina Hotel GL,5.4,4559,41.371308,2.181698,Eurostars Grand Marina Hotel GL_41.371_2.182,1082.0
Pakat Suites Hotel,7.5,664,48.19183,16.3770876,Pakat Suites Hotel_48.192_16.377,88.0
Guitart Grand Passage,4.2,867,41.3936071,2.1504611,Guitart Grand Passage_41.394_2.15,133.0
Hotel Rekord,9.2,461,41.3985449,2.1438237,Hotel Rekord_41.399_2.144,58.0
Catalonia Barcelona 505,5.0,1013,41.4034965,2.1370426,Catalonia Barcelona 505_41.403_2.137,130.0
Mercure Amsterdam Sloterdijk Station,10.0,3643,52.3872884,4.8349748,Mercure Amsterdam Sloterdijk Station_52.387_4.835,856.0
DoubleTree by Hilton Hotel Amsterdam NDSM Wharf,7.5,1593,52.4001813,4.8936653,DoubleTree by Hilton Hotel Amsterdam NDSM Wharf_52.4_4.894,312.0
Hotel V Nesplein,10.0,1650,52.3711037,4.8936787,Hotel V Nesplein_52.371_4.894,520.0
Fleming s Conference Hotel Wien,8.8,2080,48.1995177,16.3388225,Fleming s Conference Hotel Wien_48.2_16.339,247.0
ARCOTEL Wimberger,9.2,1886,48.2006001,16.3386333,ARCOTEL Wimberger_48.201_16.339,149.0
Hotel Schild,8.3,939,48.251195,16.2989165,Hotel Schild_48.251_16.299,98.0
Acta CITY47,7.9,2436,41.383515,2.1407396,Acta CITY47_41.384_2.141,381.0
De L Europe Amsterdam,9.6,551,52.3678779,4.8948936,De L Europe Amsterdam_52.368_4.895,137.0
NH Collection Amsterdam Doelen,8.3,1251,52.3681919,4.8957609,NH Collection Amsterdam Doelen_52.368_4.896,316.0
Hotel Die Port van Cleve,7.9,1189,52.3741426,4.8907741,Hotel Die Port van Cleve_52.374_4.891,336.0
INK Hotel Amsterdam MGallery by Sofitel,9.2,2574,52.3754926,4.8929878,INK Hotel Amsterdam MGallery by Sofitel_52.375_4.893,876.0
Inntel Hotels Amsterdam Centre,7.5,3342,52.3760456,4.8943917,Inntel Hotels Amsterdam Centre_52.376_4.894,871.0
Apex City Of London Hotel,10.0,2750,51.5104624,-0.0795502,Apex City Of London Hotel_51.51_-0.08,1049.0
Mercure Hotel Amsterdam Centre Canal District,5.8,890,52.3611852,4.8936341,Mercure Hotel Amsterdam Centre Canal District_52.361_4.894,258.0
Onix Liceo,7.5,1257,41.3780229,2.1730782,Onix Liceo_41.378_2.173,240.0
Abba Sants,9.6,964,41.3825777,2.1400103,Abba Sants_41.383_2.14,120.0
NH Sants Barcelona,8.8,1122,41.384591,2.1378107,NH Sants Barcelona_41.385_2.138,107.0
COMO Metropolitan London,8.8,416,51.5050355,-0.1500864,COMO Metropolitan London_51.505_-0.15,143.0
Aloft London Excel,7.5,2332,51.5083719,0.0355768,Aloft London Excel_51.508_0.036,1126.0
Ham Yard Hotel,9.6,314,51.511174,-0.1349904,Ham Yard Hotel_51.511_-0.135,141.0
DoubleTree by Hilton Amsterdam Centraal Station,8.3,3911,52.376752,4.904618,DoubleTree by Hilton Amsterdam Centraal Station_52.377_4.905,1254.0
Das Opernring Hotel,9.6,1267,48.2026449,16.3671054,Das Opernring Hotel_48.203_16.367,209.0
Exe Vienna,10.0,2667,48.2149414,16.3365285,Exe Vienna_48.215_16.337,351.0
Mercure Hotel Amsterdam West,7.9,1945,52.3375677,4.8178172,Mercure Hotel Amsterdam West_52.338_4.818,432.0
Luxury Suites Amsterdam,10.0,720,52.3702613,4.9032489,Luxury Suites Amsterdam_52.37_4.903,229.0
Sofitel Legend The Grand Amsterdam,3.8,870,52.370835,4.895403,Sofitel Legend The Grand Amsterdam_52.371_4.895,195.0
Sir Adam Hotel,6.3,361,52.3840358,4.9028572,Sir Adam Hotel_52.384_4.903,108.0
Hotel Grums Barcelona,9.2,1494,41.3727844,2.1721134,Hotel Grums Barcelona_41.373_2.172,265.0
Hotel Spa Villa Olimpica Suites,8.8,3565,41.3971434,2.1921947,Hotel Spa Villa Olimpica Suites_41.397_2.192,519.0
Sall s Hotel Pere IV,8.3,3130,41.3969273,2.192267,Sall s Hotel Pere IV_41.397_2.192,509.0
Hampton by Hilton Amsterdam Centre East,9.2,1769,52.3714428,4.9346331,Hampton by Hilton Amsterdam Centre East_52.371_4.935,362.0
Hotel Beethoven Wien,10.0,578,48.2000165,16.3641802,Hotel Beethoven Wien_48.2_16.364,162.0
Silken Concordia,9.6,1034,41.3747873,2.1611846,Silken Concordia_41.375_2.161,158.0
Grosvenor House A JW Marriott Hotel,2.5,564,51.5082019,-0.1545589,Grosvenor House A JW Marriott Hotel_51.508_-0.155,244.0
Hotel Am Parkring,9.6,2304,48.2056333,16.3778615,Hotel Am Parkring_48.206_16.378,431.0
Vienna Marriott Hotel,5.5,939,48.2050967,16.3770928,Vienna Marriott Hotel_48.205_16.377,207.0
H10 Port Vell 4 Sup,9.2,1261,41.3815625,2.1838458,H10 Port Vell 4 Sup_41.382_2.184,359.0
Hotel Margot House,9.2,335,41.3918805,2.1660363,Hotel Margot House_41.392_2.166,86.0
Condes de Barcelona,10.0,1319,41.3935497,2.1627098,Condes de Barcelona_41.394_2.163,263.0
Monument Hotel,10.0,849,41.3939082,2.1622556,Monument Hotel_41.394_2.162,241.0
Occidental Atenea Mar Adults Only,9.2,2500,41.4023621,2.2119049,Occidental Atenea Mar Adults Only_41.402_2.212,483.0
Hotel Front Maritim,10.0,747,41.4037972,2.213767,Hotel Front Maritim_41.404_2.214,136.0
AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,7.9,1560,41.4101306,2.2188047,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel_41.41_2.219,289.0
Duquesa de Cardona,10.0,904,41.3798658,2.1805271,Duquesa de Cardona_41.38_2.181,264.0
Hotel The Serras,10.0,604,41.3801815,2.180688,Hotel The Serras_41.38_2.181,213.0
Eurostars Bcn Design,7.1,1601,41.3907208,2.1660732,Eurostars Bcn Design_41.391_2.166,272.0
Mandarin Oriental Barcelona,10.0,283,41.391393,2.1668467,Mandarin Oriental Barcelona_41.391_2.167,77.0
Hotel Casa Fuster G L Monumento,10.0,935,41.3980162,2.1581229,Hotel Casa Fuster G L Monumento_41.398_2.158,225.0
Sixtytwo Hotel,9.6,1010,41.3930168,2.1646148,Sixtytwo Hotel_41.393_2.165,233.0
Majestic Hotel Spa Barcelona GL,9.6,1769,41.3935179,2.1639813,Majestic Hotel Spa Barcelona GL_41.394_2.164,455.0
Royal Passeig de Gracia,7.1,3823,41.3946775,2.162638,Royal Passeig de Gracia_41.395_2.163,764.0
K K Hotel Picasso,7.5,1517,41.3866227,2.1840722,K K Hotel Picasso_41.387_2.184,434.0
AC Hotel Sants a Marriott Lifestyle Hotel,8.8,575,41.3775577,2.1384686,AC Hotel Sants a Marriott Lifestyle Hotel_41.378_2.138,91.0
Hilton Diagonal Mar Barcelona,7.9,503,41.4084334,2.2178205,Hilton Diagonal Mar Barcelona_41.408_2.218,140.0
Hotel Palais Strudlhof,8.3,1356,48.2217697,16.3578738,Hotel Palais Strudlhof_48.222_16.358,134.0
Claris Hotel Spa GL,10.0,931,41.3944848,2.1651078,Claris Hotel Spa GL_41.394_2.165,228.0
H10 Casa Mimosa 4 Sup,9.6,454,41.3962106,2.1621171,H10 Casa Mimosa 4 Sup_41.396_2.162,116.0
Catalonia Ramblas 4 Sup,10.0,4276,41.3856387,2.1668274,Catalonia Ramblas 4 Sup_41.386_2.167,890.0
Hotel Midmost,10.0,460,41.3856173,2.1659487,Hotel Midmost_41.386_2.166,108.0
Arthotel ANA Westbahn,6.7,450,48.1979514,16.336318,Arthotel ANA Westbahn_48.198_16.336,67.0
The Rookery,8.8,501,51.520171,-0.102463,The Rookery_51.52_-0.102,261.0
Hotel Wandl,9.6,1799,48.2097026,16.3703902,Hotel Wandl_48.21_16.37,312.0
Hotel Sacher Wien,10.0,632,48.2038793,16.3698086,Hotel Sacher Wien_48.204_16.37,130.0
ME Milan Il Duca,10.0,683,45.4793852,9.1961308,ME Milan Il Duca_45.479_9.196,142.0
Hotel Principe Di Savoia,10.0,1543,45.479888,9.1962982,Hotel Principe Di Savoia_45.48_9.196,280.0
The Westin Palace,9.6,736,45.4790357,9.199028,The Westin Palace_45.479_9.199,178.0
Glam Milano,9.6,7371,45.4838504,9.2034067,Glam Milano_45.484_9.203,1335.0
Excelsior Hotel Gallia Luxury Collection Hotel,10.0,1345,45.4857027,9.2020127,Excelsior Hotel Gallia Luxury Collection Hotel_45.486_9.202,310.0
Rosa Grand Milano Starhotels Collezione,8.3,4000,45.4638223,9.1940273,Rosa Grand Milano Starhotels Collezione_45.464_9.194,736.0
TownHouse 12,7.9,370,45.4844028,9.1673528,TownHouse 12_45.484_9.167,64.0
Hotel Mozart,8.8,4015,45.4834133,9.1666361,Hotel Mozart_45.483_9.167,512.0
Hotel Dei Cavalieri,8.8,3445,45.4608547,9.1886179,Hotel Dei Cavalieri_45.461_9.189,607.0
Best Western Plus Hotel Galles,10.0,3550,45.4805847,9.2117326,Best Western Plus Hotel Galles_45.481_9.212,613.0
Starhotels Anderson,9.6,2698,45.4852549,9.2069501,Starhotels Anderson_45.485_9.207,490.0
Hotel Michelangelo,7.9,3510,45.4845143,9.2057532,Hotel Michelangelo_45.485_9.206,629.0
Hotel Mercure Milano Centro,8.3,515,45.4747809,9.2059385,Hotel Mercure Milano Centro_45.475_9.206,78.0
NYX Milan,8.8,1056,45.4868745,9.2018406,NYX Milan_45.487_9.202,180.0
The Yard Milano,10.0,786,45.453152,9.179172,The Yard Milano_45.453_9.179,181.0
Hotel Sunflower,10.0,594,45.498503,9.1664111,Hotel Sunflower_45.499_9.166,51.0
Sheraton Grand London Park Lane,7.5,376,51.5092876,-0.1370062,Sheraton Grand London Park Lane_51.509_-0.137,115.0
M venpick Hotel Amsterdam City Centre,10.0,1925,52.3781016,4.9142508,M venpick Hotel Amsterdam City Centre_52.378_4.914,520.0
Silken Ramblas,9.6,1949,41.3830117,2.1700699,Silken Ramblas_41.383_2.17,400.0
Duquesa Suites Barcelona,9.2,946,41.3810421,2.1814294,Duquesa Suites Barcelona_41.381_2.181,281.0
Hotel SB Diagonal Zero Barcelona 4 Sup,10.0,4645,41.4111652,2.2192012,Hotel SB Diagonal Zero Barcelona 4 Sup_41.411_2.219,846.0
Hotel DO Pla a Reial G L ,9.6,252,41.3799929,2.1748256,Hotel DO Pla a Reial G L _41.38_2.175,101.0
W Barcelona,7.5,2708,41.368437,2.1901534,W Barcelona_41.368_2.19,575.0
H10 Urquinaona Plaza,10.0,1875,41.3892128,2.1726015,H10 Urquinaona Plaza_41.389_2.173,488.0
Hotel du Louvre in the Unbound Collection by Hyatt,9.6,1120,48.8639788,2.3352615,Hotel du Louvre in the Unbound Collection by Hyatt_48.864_2.335,286.0
W Paris Op ra,5.0,150,48.8719697,2.3316014,W Paris Op ra_48.872_2.332,40.0
Hotel Miramar Barcelona GL,9.6,977,41.3703041,2.17141,Hotel Miramar Barcelona GL_41.37_2.171,229.0
Olivia Plaza Hotel,10.0,2757,41.3861459,2.1711594,Olivia Plaza Hotel_41.386_2.171,773.0
Catalonia Barcelona Plaza,9.6,4527,41.3750293,2.1491172,Catalonia Barcelona Plaza_41.375_2.149,932.0
Barcel Sants,10.0,4379,41.3798964,2.1412433,Barcel Sants_41.38_2.141,836.0
London Marriott Maida Vale,7.5,1042,51.5357597,-0.1902591,London Marriott Maida Vale_51.536_-0.19,451.0
The Langham London,10.0,1276,51.517876,-0.1440647,The Langham London_51.518_-0.144,559.0
The Ned,8.8,517,51.5135929,-0.0907833,The Ned_51.514_-0.091,257.0
Sofitel Vienna Stephansdom,8.5,1148,48.212857,16.37986,Sofitel Vienna Stephansdom_48.213_16.38,176.0
Grand Hotel Amr th Amsterdam,9.6,1530,52.3744149,4.9041443,Grand Hotel Amr th Amsterdam_52.374_4.904,530.0
art otel Amsterdam,9.6,3158,52.377743,4.897057,art otel Amsterdam_52.378_4.897,790.0
NH Collection Amsterdam Barbizon Palace,7.9,2865,52.3764175,4.9002201,NH Collection Amsterdam Barbizon Palace_52.376_4.9,792.0
Pulitzer Amsterdam,8.8,909,52.3728353,4.883326,Pulitzer Amsterdam_52.373_4.883,300.0
Dikker en Thijs Fenice Hotel,5.8,1971,52.364971,4.8839827,Dikker en Thijs Fenice Hotel_52.365_4.884,543.0
Andaz Amsterdam Prinsengracht A Hyatt Hotel,7.1,851,52.3678368,4.8830788,Andaz Amsterdam Prinsengracht A Hyatt Hotel_52.368_4.883,214.0
Hotel Seven One Seven,10.0,61,52.3648077,4.8853962,Hotel Seven One Seven_52.365_4.885,17.0
citizenM Amsterdam,9.6,4530,52.3419432,4.8759604,citizenM Amsterdam_52.342_4.876,1178.0
InterContinental Amstel Amsterdam,9.6,151,52.3600068,4.9051643,InterContinental Amstel Amsterdam_52.36_4.905,34.0
Attica 21 Barcelona Mar,9.6,926,41.4052324,2.2117289,Attica 21 Barcelona Mar_41.405_2.212,168.0
Hotel America Barcelona,9.6,310,41.3919083,2.1573318,Hotel America Barcelona_41.392_2.157,54.0
Golden Tulip Amsterdam Riverside,8.3,2362,52.3154533,4.9962997,Golden Tulip Amsterdam Riverside_52.315_4.996,506.0
Catalonia Park Putxet,8.3,3590,41.4072812,2.1443116,Catalonia Park Putxet_41.407_2.144,442.0
Hotel Murmuri Barcelona,7.1,375,41.3941625,2.1597836,Hotel Murmuri Barcelona_41.394_2.16,90.0
NH Collection Barcelona Gran Hotel Calder n,10.0,1072,41.3894654,2.1662651,NH Collection Barcelona Gran Hotel Calder n_41.389_2.166,189.0
H10 Metropolitan 4 Sup,6.7,1834,41.3875467,2.1673975,H10 Metropolitan 4 Sup_41.388_2.167,514.0
